Município;UF;Empresa;Porte da Prestadora;Código IBGE 
Patos;PB;GIGA MAIS FIBRA;Pequeno Porte;2510808
São Bento;PB;GIGA MAIS FIBRA;Pequeno Porte;2513901
Alhandra;PB;GIGA MAIS FIBRA;Pequeno Porte;2500601
Bayeux;PB;GIGA MAIS FIBRA;Pequeno Porte;2501807
Cabedelo;PB;GIGA MAIS FIBRA;Pequeno Porte;2503209
Cajazeiras;PB;GIGA MAIS FIBRA;Pequeno Porte;2503704
Cajazeiras;PB;GIGA MAIS FIBRA;Pequeno Porte;2503704
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
Conde;PB;GIGA MAIS FIBRA;Pequeno Porte;2504603
Guarabira;PB;GIGA MAIS FIBRA;Pequeno Porte;2506301
Guarabira;PB;GIGA MAIS FIBRA;Pequeno Porte;2506301
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Mamanguape;PB;GIGA MAIS FIBRA;Pequeno Porte;2508901
Patos;PB;GIGA MAIS FIBRA;Pequeno Porte;2510808
Picuí;PB;GIGA MAIS FIBRA;Pequeno Porte;2511400
Sapé;PB;GIGA MAIS FIBRA;Pequeno Porte;2515302
Sousa;PB;GIGA MAIS FIBRA;Pequeno Porte;2516201
Sousa;PB;GIGA MAIS FIBRA;Pequeno Porte;2516201
Sumé;PB;GIGA MAIS FIBRA;Pequeno Porte;2516300
Bayeux;PB;GIGA MAIS FIBRA;Pequeno Porte;2501807
Cabedelo;PB;GIGA MAIS FIBRA;Pequeno Porte;2503209
Cabedelo;PB;GIGA MAIS FIBRA;Pequeno Porte;2503209
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
Conde;PB;GIGA MAIS FIBRA;Pequeno Porte;2504603
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Patos;PB;GIGA MAIS FIBRA;Pequeno Porte;2510808
Patos;PB;GIGA MAIS FIBRA;Pequeno Porte;2510808
Cabedelo;PB;GIGA MAIS FIBRA;Pequeno Porte;2503209
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Santa Luzia;PB;GIGA MAIS FIBRA;Pequeno Porte;2513406
Baraúna;PB;GIGA MAIS FIBRA;Pequeno Porte;2501534
Bayeux;PB;GIGA MAIS FIBRA;Pequeno Porte;2501807
Bayeux;PB;GIGA MAIS FIBRA;Pequeno Porte;2501807
Boqueirão;PB;GIGA MAIS FIBRA;Pequeno Porte;2502508
Cabedelo;PB;GIGA MAIS FIBRA;Pequeno Porte;2503209
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Sousa;PB;GIGA MAIS FIBRA;Pequeno Porte;2516201
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Patos;PB;GIGA MAIS FIBRA;Pequeno Porte;2510808
Soledade;PB;GIGA MAIS FIBRA;Pequeno Porte;2516102
Caaporã;PB;GIGA MAIS FIBRA;Pequeno Porte;2503001
Caaporã;PB;GIGA MAIS FIBRA;Pequeno Porte;2503001
Cajazeiras;PB;GIGA MAIS FIBRA;Pequeno Porte;2503704
Cajazeiras;PB;GIGA MAIS FIBRA;Pequeno Porte;2503704
Guarabira;PB;GIGA MAIS FIBRA;Pequeno Porte;2506301
Guarabira;PB;GIGA MAIS FIBRA;Pequeno Porte;2506301
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Mamanguape;PB;GIGA MAIS FIBRA;Pequeno Porte;2508901
São José de Piranhas;PB;GIGA MAIS FIBRA;Pequeno Porte;2514503
Sousa;PB;GIGA MAIS FIBRA;Pequeno Porte;2516201
Sousa;PB;GIGA MAIS FIBRA;Pequeno Porte;2516201
Uiraúna;PB;GIGA MAIS FIBRA;Pequeno Porte;2516904
Baraúna;PB;GIGA MAIS FIBRA;Pequeno Porte;2501534
Cajazeiras;PB;GIGA MAIS FIBRA;Pequeno Porte;2503704
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Sousa;PB;GIGA MAIS FIBRA;Pequeno Porte;2516201
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Cabedelo;PB;GIGA MAIS FIBRA;Pequeno Porte;2503209
Cabedelo;PB;GIGA MAIS FIBRA;Pequeno Porte;2503209
Cajazeiras;PB;GIGA MAIS FIBRA;Pequeno Porte;2503704
Cajazeiras;PB;GIGA MAIS FIBRA;Pequeno Porte;2503704
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Santa Luzia;PB;GIGA MAIS FIBRA;Pequeno Porte;2513406
Cajazeiras;PB;GIGA MAIS FIBRA;Pequeno Porte;2503704
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Patos;PB;GIGA MAIS FIBRA;Pequeno Porte;2510808
Patos;PB;GIGA MAIS FIBRA;Pequeno Porte;2510808
Sousa;PB;GIGA MAIS FIBRA;Pequeno Porte;2516201
Boa Vista;PB;GIGA MAIS FIBRA;Pequeno Porte;2502151
Araruna;PB;GIGA MAIS FIBRA;Pequeno Porte;2501005
Bayeux;PB;GIGA MAIS FIBRA;Pequeno Porte;2501807
Bayeux;PB;GIGA MAIS FIBRA;Pequeno Porte;2501807
Cajazeiras;PB;GIGA MAIS FIBRA;Pequeno Porte;2503704
Cajazeiras;PB;GIGA MAIS FIBRA;Pequeno Porte;2503704
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Patos;PB;GIGA MAIS FIBRA;Pequeno Porte;2510808
Patos;PB;GIGA MAIS FIBRA;Pequeno Porte;2510808
Pombal;PB;GIGA MAIS FIBRA;Pequeno Porte;2512101
Rio Tinto;PB;GIGA MAIS FIBRA;Pequeno Porte;2512903
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Lagoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2508109
Lagoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2508109
Rio Tinto;PB;GIGA MAIS FIBRA;Pequeno Porte;2512903
Cajazeiras;PB;GIGA MAIS FIBRA;Pequeno Porte;2503704
Esperança;PB;GIGA MAIS FIBRA;Pequeno Porte;2506004
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Pocinhos;PB;GIGA MAIS FIBRA;Pequeno Porte;2512002
Queimadas;PB;GIGA MAIS FIBRA;Pequeno Porte;2512507
Sobrado;PB;GIGA MAIS FIBRA;Pequeno Porte;2515971
Cabedelo;PB;GIGA MAIS FIBRA;Pequeno Porte;2503209
Cabedelo;PB;GIGA MAIS FIBRA;Pequeno Porte;2503209
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Patos;PB;GIGA MAIS FIBRA;Pequeno Porte;2510808
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Itapororoca;PB;GIGA MAIS FIBRA;Pequeno Porte;2507101
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Soledade;PB;GIGA MAIS FIBRA;Pequeno Porte;2516102
Pedra Branca;PB;GIGA MAIS FIBRA;Pequeno Porte;2511004
Baraúna;PB;GIGA MAIS FIBRA;Pequeno Porte;2501534
Santa Cruz;PB;GIGA MAIS FIBRA;Pequeno Porte;2513208
Alhandra;PB;GIGA MAIS FIBRA;Pequeno Porte;2500601
Cajazeiras;PB;GIGA MAIS FIBRA;Pequeno Porte;2503704
Campina Grande;PB;GIGA MAIS FIBRA;Pequeno Porte;2504009
Itabaiana;PB;GIGA MAIS FIBRA;Pequeno Porte;2506905
Itapororoca;PB;GIGA MAIS FIBRA;Pequeno Porte;2507101
João Pessoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2507507
Lagoa;PB;GIGA MAIS FIBRA;Pequeno Porte;2508109
Lagoa Seca;PB;GIGA MAIS FIBRA;Pequeno Porte;2508307
Nova Floresta;PB;GIGA MAIS FIBRA;Pequeno Porte;2510105
Nova Palmeira;PB;GIGA MAIS FIBRA;Pequeno Porte;2510303
Patos;PB;GIGA MAIS FIBRA;Pequeno Porte;2510808
Piancó;PB;GIGA MAIS FIBRA;Pequeno Porte;2511301
Rio Tinto;PB;GIGA MAIS FIBRA;Pequeno Porte;2512903
Uiraúna;PB;GIGA MAIS FIBRA;Pequeno Porte;2516904
Junco do Seridó;PB;Vm Net Servicos de Internet Ltda;Pequeno Porte;2507804
Junco do Seridó;PB;Vm Net Servicos de Internet Ltda;Pequeno Porte;2507804
Junco do Seridó;PB;Vm Net Servicos de Internet Ltda;Pequeno Porte;2507804
Junco do Seridó;PB;Vm Net Servicos de Internet Ltda;Pequeno Porte;2507804
Junco do Seridó;PB;Vm Net Servicos de Internet Ltda;Pequeno Porte;2507804
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
São Bento;PB;BRISANET;Pequeno Porte;2513901
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
Natuba;PB;BRISANET;Pequeno Porte;2509909
Patos;PB;BRISANET;Pequeno Porte;2510808
Patos;PB;BRISANET;Pequeno Porte;2510808
Pombal;PB;BRISANET;Pequeno Porte;2512101
São José de Espinharas;PB;BRISANET;Pequeno Porte;2514404
São José de Piranhas;PB;BRISANET;Pequeno Porte;2514503
Solânea;PB;BRISANET;Pequeno Porte;2516003
Sousa;PB;BRISANET;Pequeno Porte;2516201
Sousa;PB;BRISANET;Pequeno Porte;2516201
Uiraúna;PB;BRISANET;Pequeno Porte;2516904
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
Patos;PB;BRISANET;Pequeno Porte;2510808
Sousa;PB;BRISANET;Pequeno Porte;2516201
Santa Helena;PB;BRISANET;Pequeno Porte;2513307
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
São Bento;PB;BRISANET;Pequeno Porte;2513901
São Bento;PB;BRISANET;Pequeno Porte;2513901
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Bonito de Santa Fé;PB;BRISANET;Pequeno Porte;2502409
Brejo do Cruz;PB;BRISANET;Pequeno Porte;2502805
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cachoeira dos Índios;PB;BRISANET;Pequeno Porte;2503308
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Casserengue;PB;BRISANET;Pequeno Porte;2504157
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
Conde;PB;BRISANET;Pequeno Porte;2504603
Cruz do Espírito Santo;PB;BRISANET;Pequeno Porte;2504900
Cuité;PB;BRISANET;Pequeno Porte;2505105
Guarabira;PB;BRISANET;Pequeno Porte;2506301
Gurinhém;PB;BRISANET;Pequeno Porte;2506400
Imaculada;PB;BRISANET;Pequeno Porte;2506707
Itabaiana;PB;BRISANET;Pequeno Porte;2506905
Jacaraú;PB;BRISANET;Pequeno Porte;2507309
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
Juripiranga;PB;BRISANET;Pequeno Porte;2507903
Lastro;PB;BRISANET;Pequeno Porte;2508406
Monteiro;PB;BRISANET;Pequeno Porte;2509701
Ouro Velho;PB;BRISANET;Pequeno Porte;2510600
Patos;PB;BRISANET;Pequeno Porte;2510808
Patos;PB;BRISANET;Pequeno Porte;2510808
Patos;PB;BRISANET;Pequeno Porte;2510808
Pilar;PB;BRISANET;Pequeno Porte;2511509
Poço de José de Moura;PB;BRISANET;Pequeno Porte;2512077
Pombal;PB;BRISANET;Pequeno Porte;2512101
Pombal;PB;BRISANET;Pequeno Porte;2512101
Pombal;PB;BRISANET;Pequeno Porte;2512101
Queimadas;PB;BRISANET;Pequeno Porte;2512507
Rio Tinto;PB;BRISANET;Pequeno Porte;2512903
Salgado de São Félix;PB;BRISANET;Pequeno Porte;2513109
São José dos Ramos;PB;BRISANET;Pequeno Porte;2514453
São Miguel de Taipu;PB;BRISANET;Pequeno Porte;2515005
Sousa;PB;BRISANET;Pequeno Porte;2516201
Sousa;PB;BRISANET;Pequeno Porte;2516201
Sousa;PB;BRISANET;Pequeno Porte;2516201
Uiraúna;PB;BRISANET;Pequeno Porte;2516904
Santa Luzia;PB;BRISANET;Pequeno Porte;2513406
São Bento;PB;BRISANET;Pequeno Porte;2513901
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
Patos;PB;BRISANET;Pequeno Porte;2510808
Pombal;PB;BRISANET;Pequeno Porte;2512101
Santa Luzia;PB;BRISANET;Pequeno Porte;2513406
Santa Luzia;PB;BRISANET;Pequeno Porte;2513406
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
São Bento;PB;BRISANET;Pequeno Porte;2513901
São Bento;PB;BRISANET;Pequeno Porte;2513901
Barra de Santa Rosa;PB;BRISANET;Pequeno Porte;2501609
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Brejo do Cruz;PB;BRISANET;Pequeno Porte;2502805
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
Monteiro;PB;BRISANET;Pequeno Porte;2509701
Patos;PB;BRISANET;Pequeno Porte;2510808
Patos;PB;BRISANET;Pequeno Porte;2510808
Pombal;PB;BRISANET;Pequeno Porte;2512101
Pombal;PB;BRISANET;Pequeno Porte;2512101
Queimadas;PB;BRISANET;Pequeno Porte;2512507
Quixaba;PB;BRISANET;Pequeno Porte;2512606
Santa Teresinha;PB;BRISANET;Pequeno Porte;2513802
São José de Espinharas;PB;BRISANET;Pequeno Porte;2514404
São José de Espinharas;PB;BRISANET;Pequeno Porte;2514404
Sousa;PB;BRISANET;Pequeno Porte;2516201
Sousa;PB;BRISANET;Pequeno Porte;2516201
Uiraúna;PB;BRISANET;Pequeno Porte;2516904
Uiraúna;PB;BRISANET;Pequeno Porte;2516904
Uiraúna;PB;BRISANET;Pequeno Porte;2516904
Santa Luzia;PB;BRISANET;Pequeno Porte;2513406
Santa Luzia;PB;BRISANET;Pequeno Porte;2513406
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
São Bento;PB;BRISANET;Pequeno Porte;2513901
São Bento;PB;BRISANET;Pequeno Porte;2513901
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Brejo do Cruz;PB;BRISANET;Pequeno Porte;2502805
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
Lagoa Seca;PB;BRISANET;Pequeno Porte;2508307
Patos;PB;BRISANET;Pequeno Porte;2510808
Patos;PB;BRISANET;Pequeno Porte;2510808
Pombal;PB;BRISANET;Pequeno Porte;2512101
Pombal;PB;BRISANET;Pequeno Porte;2512101
Queimadas;PB;BRISANET;Pequeno Porte;2512507
Queimadas;PB;BRISANET;Pequeno Porte;2512507
Santa Teresinha;PB;BRISANET;Pequeno Porte;2513802
Sousa;PB;BRISANET;Pequeno Porte;2516201
Sousa;PB;BRISANET;Pequeno Porte;2516201
Uiraúna;PB;BRISANET;Pequeno Porte;2516904
Uiraúna;PB;BRISANET;Pequeno Porte;2516904
Santa Luzia;PB;BRISANET;Pequeno Porte;2513406
Santa Luzia;PB;BRISANET;Pequeno Porte;2513406
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
São Bento;PB;BRISANET;Pequeno Porte;2513901
São Bento;PB;BRISANET;Pequeno Porte;2513901
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Bom Sucesso;PB;BRISANET;Pequeno Porte;2502300
Brejo do Cruz;PB;BRISANET;Pequeno Porte;2502805
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
Conceição;PB;BRISANET;Pequeno Porte;2504405
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
Monteiro;PB;BRISANET;Pequeno Porte;2509701
Patos;PB;BRISANET;Pequeno Porte;2510808
Patos;PB;BRISANET;Pequeno Porte;2510808
Patos;PB;BRISANET;Pequeno Porte;2510808
Pombal;PB;BRISANET;Pequeno Porte;2512101
Pombal;PB;BRISANET;Pequeno Porte;2512101
Queimadas;PB;BRISANET;Pequeno Porte;2512507
Queimadas;PB;BRISANET;Pequeno Porte;2512507
Quixaba;PB;BRISANET;Pequeno Porte;2512606
Santa Teresinha;PB;BRISANET;Pequeno Porte;2513802
São José de Espinharas;PB;BRISANET;Pequeno Porte;2514404
São José de Espinharas;PB;BRISANET;Pequeno Porte;2514404
São José de Piranhas;PB;BRISANET;Pequeno Porte;2514503
Sousa;PB;BRISANET;Pequeno Porte;2516201
Sousa;PB;BRISANET;Pequeno Porte;2516201
Uiraúna;PB;BRISANET;Pequeno Porte;2516904
Uiraúna;PB;BRISANET;Pequeno Porte;2516904
Santa Luzia;PB;BRISANET;Pequeno Porte;2513406
Santa Luzia;PB;BRISANET;Pequeno Porte;2513406
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
São Bento;PB;BRISANET;Pequeno Porte;2513901
São Bento;PB;BRISANET;Pequeno Porte;2513901
Bom Jesus;PB;BRISANET;Pequeno Porte;2502201
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
Patos;PB;BRISANET;Pequeno Porte;2510808
Patos;PB;BRISANET;Pequeno Porte;2510808
Pombal;PB;BRISANET;Pequeno Porte;2512101
Pombal;PB;BRISANET;Pequeno Porte;2512101
Queimadas;PB;BRISANET;Pequeno Porte;2512507
Queimadas;PB;BRISANET;Pequeno Porte;2512507
Quixaba;PB;BRISANET;Pequeno Porte;2512606
São José de Espinharas;PB;BRISANET;Pequeno Porte;2514404
Sousa;PB;BRISANET;Pequeno Porte;2516201
Sousa;PB;BRISANET;Pequeno Porte;2516201
Uiraúna;PB;BRISANET;Pequeno Porte;2516904
Uiraúna;PB;BRISANET;Pequeno Porte;2516904
Patos;PB;BRISANET;Pequeno Porte;2510808
Santa Luzia;PB;BRISANET;Pequeno Porte;2513406
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
São Bento;PB;BRISANET;Pequeno Porte;2513901
São Bento;PB;BRISANET;Pequeno Porte;2513901
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Bernardino Batista;PB;BRISANET;Pequeno Porte;2502052
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
Patos;PB;BRISANET;Pequeno Porte;2510808
Patos;PB;BRISANET;Pequeno Porte;2510808
Pombal;PB;BRISANET;Pequeno Porte;2512101
Pombal;PB;BRISANET;Pequeno Porte;2512101
Queimadas;PB;BRISANET;Pequeno Porte;2512507
Sousa;PB;BRISANET;Pequeno Porte;2516201
Sousa;PB;BRISANET;Pequeno Porte;2516201
Uiraúna;PB;BRISANET;Pequeno Porte;2516904
Santa Luzia;PB;BRISANET;Pequeno Porte;2513406
Santa Luzia;PB;BRISANET;Pequeno Porte;2513406
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
Santa Rita;PB;BRISANET;Pequeno Porte;2513703
São Bento;PB;BRISANET;Pequeno Porte;2513901
São Bento;PB;BRISANET;Pequeno Porte;2513901
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Bayeux;PB;BRISANET;Pequeno Porte;2501807
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cabedelo;PB;BRISANET;Pequeno Porte;2503209
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Cajazeiras;PB;BRISANET;Pequeno Porte;2503704
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Campina Grande;PB;BRISANET;Pequeno Porte;2504009
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
Catolé do Rocha;PB;BRISANET;Pequeno Porte;2504306
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
João Pessoa;PB;BRISANET;Pequeno Porte;2507507
Patos;PB;BRISANET;Pequeno Porte;2510808
Patos;PB;BRISANET;Pequeno Porte;2510808
Pombal;PB;BRISANET;Pequeno Porte;2512101
Pombal;PB;BRISANET;Pequeno Porte;2512101
Queimadas;PB;BRISANET;Pequeno Porte;2512507
Queimadas;PB;BRISANET;Pequeno Porte;2512507
São José de Piranhas;PB;BRISANET;Pequeno Porte;2514503
